,idx_adjust,location,geometry,scale,base,residential,natural,commercial
24,0,"0, 24","POLYGON ((72.35142552666667 -7.282896000000007, 72.3537747 -7.282896000000007, 72.3537747 -7.285335466666674, 72.35142552666667 -7.285335466666674, 72.35142552666667 -7.282896000000007))",0.1,1,1,1,1
25,0,"0, 25","POLYGON ((72.35142552666667 -7.285335466666674, 72.3537747 -7.285335466666674, 72.3537747 -7.287774933333341, 72.35142552666667 -7.287774933333341, 72.35142552666667 -7.285335466666674))",0.1,1,1,1,1
26,0,"0, 26","POLYGON ((72.35142552666667 -7.287774933333341, 72.3537747 -7.287774933333341, 72.3537747 -7.290214400000008, 72.35142552666667 -7.290214400000008, 72.35142552666667 -7.287774933333341))",0.1,1,1,1,1
27,0,"0, 27","POLYGON ((72.35142552666667 -7.290214400000008, 72.3537747 -7.290214400000008, 72.3537747 -7.292653866666675, 72.35142552666667 -7.292653866666675, 72.35142552666667 -7.290214400000008))",0.1,1,1,1,1
28,0,"0, 28","POLYGON ((72.35142552666667 -7.292653866666675, 72.3537747 -7.292653866666675, 72.3537747 -7.295093333333342, 72.35142552666667 -7.295093333333342, 72.35142552666667 -7.292653866666675))",0.1,1,1,1,1
29,0,"0, 29","POLYGON ((72.35142552666667 -7.295093333333342, 72.3537747 -7.295093333333342, 72.3537747 -7.297532800000009, 72.35142552666667 -7.297532800000009, 72.35142552666667 -7.295093333333342))",0.1,1,1,1,1
30,0,"0, 30","POLYGON ((72.35142552666667 -7.297532800000009, 72.3537747 -7.297532800000009, 72.3537747 -7.299972266666676, 72.35142552666667 -7.299972266666676, 72.35142552666667 -7.297532800000009))",0.1,1,1,1,1
31,0,"0, 31","POLYGON ((72.35142552666667 -7.299972266666676, 72.3537747 -7.299972266666676, 72.3537747 -7.302411733333343, 72.35142552666667 -7.302411733333343, 72.35142552666667 -7.299972266666676))",0.1,1,1,1,1
32,0,"0, 32","POLYGON ((72.35142552666667 -7.302411733333343, 72.3537747 -7.302411733333343, 72.3537747 -7.30485120000001, 72.35142552666667 -7.30485120000001, 72.35142552666667 -7.302411733333343))",0.1,1,1,1,1
33,0,"0, 33","POLYGON ((72.35142552666667 -7.30485120000001, 72.3537747 -7.30485120000001, 72.3537747 -7.307290666666677, 72.35142552666667 -7.307290666666677, 72.35142552666667 -7.30485120000001))",0.1,1,1,1,1
34,0,"0, 34","POLYGON ((72.35142552666667 -7.307290666666677, 72.3537747 -7.307290666666677, 72.3537747 -7.309730133333344, 72.35142552666667 -7.309730133333344, 72.35142552666667 -7.307290666666677))",0.1,1,1,1,1
35,0,"0, 35","POLYGON ((72.35142552666667 -7.309730133333344, 72.3537747 -7.309730133333344, 72.3537747 -7.31216960000001, 72.35142552666667 -7.31216960000001, 72.35142552666667 -7.309730133333344))",0.1,1,1,1,1
36,0,"0, 36","POLYGON ((72.35142552666667 -7.31216960000001, 72.3537747 -7.31216960000001, 72.3537747 -7.314609066666677, 72.35142552666667 -7.314609066666677, 72.35142552666667 -7.31216960000001))",0.1,1,1,1,1
37,0,"0, 37","POLYGON ((72.35142552666667 -7.314609066666677, 72.3537747 -7.314609066666677, 72.3537747 -7.317048533333344, 72.35142552666667 -7.317048533333344, 72.35142552666667 -7.314609066666677))",0.1,1,1,1,1
38,0,"0, 38","POLYGON ((72.35142552666667 -7.317048533333344, 72.3537747 -7.317048533333344, 72.3537747 -7.319488000000011, 72.35142552666667 -7.319488000000011, 72.35142552666667 -7.317048533333344))",0.1,1,1,1,1
39,0,"0, 39","POLYGON ((72.35142552666667 -7.319488000000011, 72.3537747 -7.319488000000011, 72.3537747 -7.321927466666678, 72.35142552666667 -7.321927466666678, 72.35142552666667 -7.319488000000011))",0.1,1,1,1,1
40,0,"0, 40","POLYGON ((72.35142552666667 -7.321927466666678, 72.3537747 -7.321927466666678, 72.3537747 -7.324366933333345, 72.35142552666667 -7.324366933333345, 72.35142552666667 -7.321927466666678))",0.1,1,1,1,1
41,0,"0, 41","POLYGON ((72.35142552666667 -7.324366933333345, 72.3537747 -7.324366933333345, 72.3537747 -7.326806400000012, 72.35142552666667 -7.326806400000012, 72.35142552666667 -7.324366933333345))",0.1,1,1,1,1
42,0,"0, 42","POLYGON ((72.35142552666667 -7.326806400000012, 72.3537747 -7.326806400000012, 72.3537747 -7.329245866666679, 72.35142552666667 -7.329245866666679, 72.35142552666667 -7.326806400000012))",0.1,1,1,1,1
43,0,"0, 43","POLYGON ((72.35142552666667 -7.329245866666679, 72.3537747 -7.329245866666679, 72.3537747 -7.331685333333346, 72.35142552666667 -7.331685333333346, 72.35142552666667 -7.329245866666679))",0.1,1,1,1,1
44,0,"0, 44","POLYGON ((72.35142552666667 -7.331685333333346, 72.3537747 -7.331685333333346, 72.3537747 -7.334124800000013, 72.35142552666667 -7.334124800000013, 72.35142552666667 -7.331685333333346))",0.1,1,1,1,1
45,0,"0, 45","POLYGON ((72.35142552666667 -7.334124800000013, 72.3537747 -7.334124800000013, 72.3537747 -7.33656426666668, 72.35142552666667 -7.33656426666668, 72.35142552666667 -7.334124800000013))",0.1,1,1,1,1
46,0,"0, 46","POLYGON ((72.35142552666667 -7.33656426666668, 72.3537747 -7.33656426666668, 72.3537747 -7.339003733333347, 72.35142552666667 -7.339003733333347, 72.35142552666667 -7.33656426666668))",0.1,1,1,1,1
47,0,"0, 47","POLYGON ((72.35142552666667 -7.339003733333347, 72.3537747 -7.339003733333347, 72.3537747 -7.341443200000014, 72.35142552666667 -7.341443200000014, 72.35142552666667 -7.339003733333347))",0.1,1,1,1,1
48,0,"0, 48","POLYGON ((72.35142552666667 -7.341443200000014, 72.3537747 -7.341443200000014, 72.3537747 -7.343882666666681, 72.35142552666667 -7.343882666666681, 72.35142552666667 -7.341443200000014))",0.1,1,1,1,1
49,0,"0, 49","POLYGON ((72.35142552666667 -7.343882666666681, 72.3537747 -7.343882666666681, 72.3537747 -7.346322133333348, 72.35142552666667 -7.346322133333348, 72.35142552666667 -7.343882666666681))",0.1,1,1,1,1
50,0,"0, 50","POLYGON ((72.35142552666667 -7.346322133333348, 72.3537747 -7.346322133333348, 72.3537747 -7.348761600000015, 72.35142552666667 -7.348761600000015, 72.35142552666667 -7.346322133333348))",0.1,1,1,1,1
51,0,"0, 51","POLYGON ((72.35142552666667 -7.348761600000015, 72.3537747 -7.348761600000015, 72.3537747 -7.351201066666682, 72.35142552666667 -7.351201066666682, 72.35142552666667 -7.348761600000015))",0.1,1,1,1,1
52,0,"0, 52","POLYGON ((72.35142552666667 -7.351201066666682, 72.3537747 -7.351201066666682, 72.3537747 -7.353640533333349, 72.35142552666667 -7.353640533333349, 72.35142552666667 -7.351201066666682))",0.1,1,1,1,1
53,0,"0, 53","POLYGON ((72.35142552666667 -7.353640533333349, 72.3537747 -7.353640533333349, 72.3537747 -7.356080000000015, 72.35142552666667 -7.356080000000015, 72.35142552666667 -7.353640533333349))",0.1,1,1,1,1
54,0,"0, 54","POLYGON ((72.35142552666667 -7.356080000000015, 72.3537747 -7.356080000000015, 72.3537747 -7.358519466666682, 72.35142552666667 -7.358519466666682, 72.35142552666667 -7.356080000000015))",0.1,1,1,1,1
55,0,"0, 55","POLYGON ((72.35142552666667 -7.358519466666682, 72.3537747 -7.358519466666682, 72.3537747 -7.360958933333349, 72.35142552666667 -7.360958933333349, 72.35142552666667 -7.358519466666682))",0.1,1,1,1,1
56,0,"0, 56","POLYGON ((72.35142552666667 -7.360958933333349, 72.3537747 -7.360958933333349, 72.3537747 -7.363398400000016, 72.35142552666667 -7.363398400000016, 72.35142552666667 -7.360958933333349))",0.1,1,1,1,1
57,0,"0, 57","POLYGON ((72.35142552666667 -7.363398400000016, 72.3537747 -7.363398400000016, 72.3537747 -7.365837866666683, 72.35142552666667 -7.365837866666683, 72.35142552666667 -7.363398400000016))",0.1,1,1,1,1
58,0,"0, 58","POLYGON ((72.35142552666667 -7.365837866666683, 72.3537747 -7.365837866666683, 72.3537747 -7.36827733333335, 72.35142552666667 -7.36827733333335, 72.35142552666667 -7.365837866666683))",0.1,1,1,1,1
59,0,"0, 59","POLYGON ((72.35142552666667 -7.36827733333335, 72.3537747 -7.36827733333335, 72.3537747 -7.370716800000017, 72.35142552666667 -7.370716800000017, 72.35142552666667 -7.36827733333335))",0.1,1,1,1,1
60,0,"0, 60","POLYGON ((72.35142552666667 -7.370716800000017, 72.3537747 -7.370716800000017, 72.3537747 -7.373156266666684, 72.35142552666667 -7.373156266666684, 72.35142552666667 -7.370716800000017))",0.1,1,1,1,1
61,0,"0, 61","POLYGON ((72.35142552666667 -7.373156266666684, 72.3537747 -7.373156266666684, 72.3537747 -7.375595733333351, 72.35142552666667 -7.375595733333351, 72.35142552666667 -7.373156266666684))",0.1,1,1,1,1
62,0,"0, 62","POLYGON ((72.35142552666667 -7.375595733333351, 72.3537747 -7.375595733333351, 72.3537747 -7.378035200000018, 72.35142552666667 -7.378035200000018, 72.35142552666667 -7.375595733333351))",0.1,1,1,1,1
63,0,"0, 63","POLYGON ((72.35142552666667 -7.378035200000018, 72.3537747 -7.378035200000018, 72.3537747 -7.380474666666685, 72.35142552666667 -7.380474666666685, 72.35142552666667 -7.378035200000018))",0.1,1,1,1,1
64,0,"0, 64","POLYGON ((72.35142552666667 -7.380474666666685, 72.3537747 -7.380474666666685, 72.3537747 -7.382914133333352, 72.35142552666667 -7.382914133333352, 72.35142552666667 -7.380474666666685))",0.1,1,1,1,1
65,0,"0, 65","POLYGON ((72.35142552666667 -7.382914133333352, 72.3537747 -7.382914133333352, 72.3537747 -7.385353600000019, 72.35142552666667 -7.385353600000019, 72.35142552666667 -7.382914133333352))",0.1,1,1,1,1
66,0,"0, 66","POLYGON ((72.35142552666667 -7.385353600000019, 72.3537747 -7.385353600000019, 72.3537747 -7.387793066666686, 72.35142552666667 -7.387793066666686, 72.35142552666667 -7.385353600000019))",0.1,1,1,1,1
67,0,"0, 67","POLYGON ((72.35142552666667 -7.387793066666686, 72.3537747 -7.387793066666686, 72.3537747 -7.390232533333353, 72.35142552666667 -7.390232533333353, 72.35142552666667 -7.387793066666686))",0.1,1,1,1,1
68,0,"0, 68","POLYGON ((72.35142552666667 -7.390232533333353, 72.3537747 -7.390232533333353, 72.3537747 -7.39267200000002, 72.35142552666667 -7.39267200000002, 72.35142552666667 -7.390232533333353))",0.1,1,1,1,1
69,0,"0, 69","POLYGON ((72.35142552666667 -7.39267200000002, 72.3537747 -7.39267200000002, 72.3537747 -7.395111466666687, 72.35142552666667 -7.395111466666687, 72.35142552666667 -7.39267200000002))",0.1,1,1,1,1
70,0,"0, 70","POLYGON ((72.35142552666667 -7.395111466666687, 72.3537747 -7.395111466666687, 72.3537747 -7.397550933333354, 72.35142552666667 -7.397550933333354, 72.35142552666667 -7.395111466666687))",0.1,1,1,1,1
71,0,"0, 71","POLYGON ((72.35142552666667 -7.397550933333354, 72.3537747 -7.397550933333354, 72.3537747 -7.399990400000021, 72.35142552666667 -7.399990400000021, 72.35142552666667 -7.397550933333354))",0.1,1,1,1,1
72,0,"0, 72","POLYGON ((72.35142552666667 -7.399990400000021, 72.3537747 -7.399990400000021, 72.3537747 -7.402429866666687, 72.35142552666667 -7.402429866666687, 72.35142552666667 -7.399990400000021))",0.1,1,1,1,1
73,0,"0, 73","POLYGON ((72.35142552666667 -7.402429866666687, 72.3537747 -7.402429866666687, 72.3537747 -7.404869333333354, 72.35142552666667 -7.404869333333354, 72.35142552666667 -7.402429866666687))",0.1,1,1,1,1
74,0,"0, 74","POLYGON ((72.35142552666667 -7.404869333333354, 72.3537747 -7.404869333333354, 72.3537747 -7.407308800000021, 72.35142552666667 -7.407308800000021, 72.35142552666667 -7.404869333333354))",0.1,1,1,1,1
75,0,"0, 75","POLYGON ((72.35142552666667 -7.407308800000021, 72.3537747 -7.407308800000021, 72.3537747 -7.409748266666688, 72.35142552666667 -7.409748266666688, 72.35142552666667 -7.407308800000021))",0.1,1,1,1,1
76,0,"0, 76","POLYGON ((72.35142552666667 -7.409748266666688, 72.3537747 -7.409748266666688, 72.3537747 -7.412187733333355, 72.35142552666667 -7.412187733333355, 72.35142552666667 -7.409748266666688))",0.1,1,1,1,1
77,0,"0, 77","POLYGON ((72.35142552666667 -7.412187733333355, 72.3537747 -7.412187733333355, 72.3537747 -7.414627200000022, 72.35142552666667 -7.414627200000022, 72.35142552666667 -7.412187733333355))",0.1,1,1,1,1
78,0,"0, 78","POLYGON ((72.35142552666667 -7.414627200000022, 72.3537747 -7.414627200000022, 72.3537747 -7.417066666666689, 72.35142552666667 -7.417066666666689, 72.35142552666667 -7.414627200000022))",0.1,1,1,1,1
79,0,"0, 79","POLYGON ((72.35142552666667 -7.417066666666689, 72.3537747 -7.417066666666689, 72.3537747 -7.419506133333356, 72.35142552666667 -7.419506133333356, 72.35142552666667 -7.417066666666689))",0.1,1,1,1,1
80,0,"0, 80","POLYGON ((72.35142552666667 -7.419506133333356, 72.3537747 -7.419506133333356, 72.3537747 -7.421945600000023, 72.35142552666667 -7.421945600000023, 72.35142552666667 -7.419506133333356))",0.1,1,1,1,1
81,0,"0, 81","POLYGON ((72.35142552666667 -7.421945600000023, 72.3537747 -7.421945600000023, 72.3537747 -7.42438506666669, 72.35142552666667 -7.42438506666669, 72.35142552666667 -7.421945600000023))",0.1,1,1,1,1
82,0,"0, 82","POLYGON ((72.35142552666667 -7.42438506666669, 72.3537747 -7.42438506666669, 72.3537747 -7.426824533333357, 72.35142552666667 -7.426824533333357, 72.35142552666667 -7.42438506666669))",0.1,1,1,1,1
83,0,"0, 83","POLYGON ((72.35142552666667 -7.426824533333357, 72.3537747 -7.426824533333357, 72.3537747 -7.429264000000024, 72.35142552666667 -7.429264000000024, 72.35142552666667 -7.426824533333357))",0.1,1,1,1,1
84,0,"0, 84","POLYGON ((72.35142552666667 -7.429264000000024, 72.3537747 -7.429264000000024, 72.3537747 -7.431703466666691, 72.35142552666667 -7.431703466666691, 72.35142552666667 -7.429264000000024))",0.1,1,1,1,1
85,0,"0, 85","POLYGON ((72.35142552666667 -7.431703466666691, 72.3537747 -7.431703466666691, 72.3537747 -7.434142933333358, 72.35142552666667 -7.434142933333358, 72.35142552666667 -7.431703466666691))",0.1,1,1,1,1
86,0,"0, 86","POLYGON ((72.35142552666667 -7.434142933333358, 72.3537747 -7.434142933333358, 72.3537747 -7.436582400000025, 72.35142552666667 -7.436582400000025, 72.35142552666667 -7.434142933333358))",0.1,1,1,1,1
87,0,"0, 87","POLYGON ((72.35142552666667 -7.436582400000025, 72.3537747 -7.436582400000025, 72.3537747 -7.439021866666692, 72.35142552666667 -7.439021866666692, 72.35142552666667 -7.436582400000025))",0.1,1,1,1,1
88,0,"0, 88","POLYGON ((72.35142552666667 -7.439021866666692, 72.3537747 -7.439021866666692, 72.3537747 -7.441461333333359, 72.35142552666667 -7.441461333333359, 72.35142552666667 -7.439021866666692))",0.1,1,1,1,1
89,0,"0, 89","POLYGON ((72.35142552666667 -7.441461333333359, 72.3537747 -7.441461333333359, 72.3537747 -7.443900800000026, 72.35142552666667 -7.443900800000026, 72.35142552666667 -7.441461333333359))",0.1,1,1,1,1
90,0,"0, 90","POLYGON ((72.35142552666667 -7.443900800000026, 72.3537747 -7.443900800000026, 72.3537747 -7.446340266666692, 72.35142552666667 -7.446340266666692, 72.35142552666667 -7.443900800000026))",0.1,1,1,1,1
91,0,"1, 0","POLYGON ((72.3537747 -7.2243488, 72.35612387333333 -7.2243488, 72.35612387333333 -7.226788266666667, 72.3537747 -7.226788266666667, 72.3537747 -7.2243488))",0.1,1,1,1,1
92,1,"1, 1","POLYGON ((72.3537747 -7.226788266666667, 72.35612387333333 -7.226788266666667, 72.35612387333333 -7.229227733333334, 72.3537747 -7.229227733333334, 72.3537747 -7.226788266666667))",0.1,1,1,1,1
93,1,"1, 2","POLYGON ((72.3537747 -7.229227733333334, 72.35612387333333 -7.229227733333334, 72.35612387333333 -7.231667200000001, 72.3537747 -7.231667200000001, 72.3537747 -7.229227733333334))",0.1,1,1,1,1
94,1,"1, 3","POLYGON ((72.3537747 -7.231667200000001, 72.35612387333333 -7.231667200000001, 72.35612387333333 -7.234106666666668, 72.3537747 -7.234106666666668, 72.3537747 -7.231667200000001))",0.1,1,1,1,1
95,1,"1, 4","POLYGON ((72.3537747 -7.234106666666668, 72.35612387333333 -7.234106666666668, 72.35612387333333 -7.236546133333335, 72.3537747 -7.236546133333335, 72.3537747 -7.234106666666668))",0.1,1,1,1,1
96,1,"1, 5","POLYGON ((72.3537747 -7.236546133333335, 72.35612387333333 -7.236546133333335, 72.35612387333333 -7.238985600000002, 72.3537747 -7.238985600000002, 72.3537747 -7.236546133333335))",0.1,1,1,1,1
97,1,"1, 6","POLYGON ((72.3537747 -7.238985600000002, 72.35612387333333 -7.238985600000002, 72.35612387333333 -7.241425066666669, 72.3537747 -7.241425066666669, 72.3537747 -7.238985600000002))",0.1,1,1,1,1
98,1,"1, 7","POLYGON ((72.3537747 -7.241425066666669, 72.35612387333333 -7.241425066666669, 72.35612387333333 -7.243864533333336, 72.3537747 -7.243864533333336, 72.3537747 -7.241425066666669))",0.1,1,1,1,1
99,1,"1, 8","POLYGON ((72.3537747 -7.243864533333336, 72.35612387333333 -7.243864533333336, 72.35612387333333 -7.246304000000003, 72.3537747 -7.246304000000003, 72.3537747 -7.243864533333336))",0.1,1,1,1,1
100,1,"1, 9","POLYGON ((72.3537747 -7.246304000000003, 72.35612387333333 -7.246304000000003, 72.35612387333333 -7.24874346666667, 72.3537747 -7.24874346666667, 72.3537747 -7.246304000000003))",0.1,1,1,1,1
101,1,"1, 10","POLYGON ((72.3537747 -7.24874346666667, 72.35612387333333 -7.24874346666667, 72.35612387333333 -7.251182933333337, 72.3537747 -7.251182933333337, 72.3537747 -7.24874346666667))",0.1,1,1,1,1
102,1,"1, 11","POLYGON ((72.3537747 -7.251182933333337, 72.35612387333333 -7.251182933333337, 72.35612387333333 -7.253622400000004, 72.3537747 -7.253622400000004, 72.3537747 -7.251182933333337))",0.1,1,1,1,1
103,1,"1, 12","POLYGON ((72.3537747 -7.253622400000004, 72.35612387333333 -7.253622400000004, 72.35612387333333 -7.256061866666671, 72.3537747 -7.256061866666671, 72.3537747 -7.253622400000004))",0.1,1,1,1,1
104,1,"1, 13","POLYGON ((72.3537747 -7.256061866666671, 72.35612387333333 -7.256061866666671, 72.35612387333333 -7.258501333333338, 72.3537747 -7.258501333333338, 72.3537747 -7.256061866666671))",0.1,1,1,1,1
105,1,"1, 14","POLYGON ((72.3537747 -7.258501333333338, 72.35612387333333 -7.258501333333338, 72.35612387333333 -7.260940800000005, 72.3537747 -7.260940800000005, 72.3537747 -7.258501333333338))",0.1,1,1,1,1
106,1,"1, 15","POLYGON ((72.3537747 -7.260940800000005, 72.35612387333333 -7.260940800000005, 72.35612387333333 -7.263380266666672, 72.3537747 -7.263380266666672, 72.3537747 -7.260940800000005))",0.1,1,1,1,1
107,1,"1, 16","POLYGON ((72.3537747 -7.263380266666672, 72.35612387333333 -7.263380266666672, 72.35612387333333 -7.265819733333339, 72.3537747 -7.265819733333339, 72.3537747 -7.263380266666672))",0.1,1,1,1,1
108,1,"1, 17","POLYGON ((72.3537747 -7.265819733333339, 72.35612387333333 -7.265819733333339, 72.35612387333333 -7.268259200000005, 72.3537747 -7.268259200000005, 72.3537747 -7.265819733333339))",0.1,1,1,1,1
109,1,"1, 18","POLYGON ((72.3537747 -7.268259200000005, 72.35612387333333 -7.268259200000005, 72.35612387333333 -7.270698666666672, 72.3537747 -7.270698666666672, 72.3537747 -7.268259200000005))",0.1,1,1,1,1
110,1,"1, 19","POLYGON ((72.3537747 -7.270698666666672, 72.35612387333333 -7.270698666666672, 72.35612387333333 -7.273138133333339, 72.3537747 -7.273138133333339, 72.3537747 -7.270698666666672))",0.1,1,1,1,1
111,1,"1, 20","POLYGON ((72.3537747 -7.273138133333339, 72.35612387333333 -7.273138133333339, 72.35612387333333 -7.275577600000006, 72.3537747 -7.275577600000006, 72.3537747 -7.273138133333339))",0.1,1,1,1,1
112,1,"1, 21","POLYGON ((72.3537747 -7.275577600000006, 72.35612387333333 -7.275577600000006, 72.35612387333333 -7.278017066666673, 72.3537747 -7.278017066666673, 72.3537747 -7.275577600000006))",0.1,1,1,1,1
113,1,"1, 22","POLYGON ((72.3537747 -7.278017066666673, 72.35612387333333 -7.278017066666673, 72.35612387333333 -7.28045653333334, 72.3537747 -7.28045653333334, 72.3537747 -7.278017066666673))",0.1,1,1,1,1
114,1,"1, 23","POLYGON ((72.3537747 -7.28045653333334, 72.35612387333333 -7.28045653333334, 72.35612387333333 -7.282896000000007, 72.3537747 -7.282896000000007, 72.3537747 -7.28045653333334))",0.1,1,1,1,1
115,1,"1, 24","POLYGON ((72.3537747 -7.282896000000007, 72.35612387333333 -7.282896000000007, 72.35612387333333 -7.285335466666674, 72.3537747 -7.285335466666674, 72.3537747 -7.282896000000007))",0.1,1,1,1,1
116,1,"1, 25","POLYGON ((72.3537747 -7.285335466666674, 72.35612387333333 -7.285335466666674, 72.35612387333333 -7.287774933333341, 72.3537747 -7.287774933333341, 72.3537747 -7.285335466666674))",0.1,1,1,1,1
117,1,"1, 26","POLYGON ((72.3537747 -7.287774933333341, 72.35612387333333 -7.287774933333341, 72.35612387333333 -7.290214400000008, 72.3537747 -7.290214400000008, 72.3537747 -7.287774933333341))",0.1,1,1,1,1
118,1,"1, 27","POLYGON ((72.3537747 -7.290214400000008, 72.35612387333333 -7.290214400000008, 72.35612387333333 -7.292653866666675, 72.3537747 -7.292653866666675, 72.3537747 -7.290214400000008))",0.1,1,1,1,1
119,1,"1, 28","POLYGON ((72.3537747 -7.292653866666675, 72.35612387333333 -7.292653866666675, 72.35612387333333 -7.295093333333342, 72.3537747 -7.295093333333342, 72.3537747 -7.292653866666675))",0.1,1,1,1,1
120,1,"1, 29","POLYGON ((72.3537747 -7.295093333333342, 72.35612387333333 -7.295093333333342, 72.35612387333333 -7.297532800000009, 72.3537747 -7.297532800000009, 72.3537747 -7.295093333333342))",0.1,1,1,1,1
